     0.0099837685    1.2559139e-32
     0.010002947    1.2580549e-32
     0.010022163    1.2601959e-32
     0.010041415     1.262337e-32
     0.010060704     1.264478e-32
     0.010080031     1.266619e-32
     0.010099394    1.2687601e-32
     0.010118795    1.2709011e-32
     0.010138233    1.2730421e-32
     0.010157709    1.2751831e-32
     0.010177221    1.2773242e-32
     0.010196772    1.2794637e-32
      0.01021636    1.2814946e-32
     0.010235985    1.2834554e-32
     0.010255648     1.285401e-32
     0.010275349    1.2873531e-32
     0.010295088    1.2893052e-32
     0.010314865    1.2912573e-32
     0.010334679    1.2932094e-32
     0.010354532    1.2951616e-32
     0.010374423    1.2971137e-32
     0.010394352    1.2990658e-32
     0.010414319    1.3010179e-32
     0.010434325      1.30297e-32
     0.010454369    1.3049221e-32
     0.010474452    1.3068743e-32
     0.010494573    1.3088264e-32
     0.010514733    1.3107785e-32
     0.010534932    1.3127306e-32
     0.010555169    1.3146827e-32
     0.010575445    1.3166348e-32
     0.010595761     1.318587e-32
     0.010616115    1.3205391e-32
     0.010636508    1.3224912e-32
     0.010656941    1.3244433e-32
     0.010677413    1.3263954e-32
     0.010697924    1.3283475e-32
     0.010718474    1.3302997e-32
     0.010739064    1.3322518e-32
     0.010759694    1.3342039e-32
     0.010780363     1.336156e-32
     0.010801072    1.3381081e-32
     0.010821821    1.3400602e-32
     0.010842609    1.3420123e-32
     0.010863438    1.3439645e-32
     0.010884306    1.3459166e-32
     0.010905215    1.3478687e-32
     0.010926163    1.3498208e-32
     0.010947152    1.3517729e-32
     0.010968182     1.353725e-32
     0.010989251    1.3556772e-32
     0.011010361    1.3576293e-32
     0.011031512     1.359502e-32
     0.011052704    1.3612292e-32
     0.011073936    1.3628704e-32
     0.011095208    1.3645324e-32
     0.011116522    1.3661944e-32
     0.011137877    1.3678563e-32
     0.011159272    1.3695183e-32
     0.011180709    1.3711803e-32
     0.011202187    1.3728422e-32
     0.011223706    1.3745042e-32
     0.011245267    1.3761661e-32
     0.011266869    1.3778281e-32
     0.011288512    1.3794901e-32
     0.011310197     1.381152e-32
     0.011331924     1.382814e-32
     0.011353693    1.3844759e-32
     0.011375503    1.3861379e-32
     0.011397355    1.3877999e-32
     0.011419249    1.3894618e-32
     0.011441185    1.3911238e-32
     0.011463164    1.3927858e-32
     0.011485184    1.3944477e-32
     0.011507247    1.3961097e-32
     0.011529352    1.3977716e-32
       0.0115515    1.3994336e-32
      0.01157369    1.4010956e-32
     0.011595923    1.4027575e-32
     0.011618199    1.4044195e-32
     0.011640517    1.4060815e-32
     0.011662878    1.4077434e-32
     0.011685282    1.4094054e-32
      0.01170773    1.4110673e-32
      0.01173022    1.4127293e-32
     0.011752753    1.4143913e-32
      0.01177533    1.4160532e-32
     0.011797951    1.4177152e-32
     0.011820614    1.4193771e-32
     0.011843321    1.4210391e-32
     0.011866072    1.4227011e-32
     0.011888867     1.424363e-32
     0.011911705    1.4259893e-32
     0.011934587    1.4274449e-32
     0.011957513    1.4286824e-32
     0.011980484     1.429943e-32
     0.012003498    1.4312036e-32
     0.012026556    1.4324643e-32
     0.012049659    1.4337249e-32
     0.012072806    1.4349855e-32
     0.012095998    1.4362462e-32
     0.012119234    1.4375068e-32
     0.012142515    1.4387674e-32
     0.012165841    1.4400281e-32
     0.012189211    1.4412887e-32
     0.012212626    1.4425493e-32
     0.012236087    1.4438099e-32
     0.012259592    1.4450706e-32
     0.012283142    1.4463312e-32
     0.012306738    1.4475918e-32
     0.012330379    1.4488525e-32
     0.012354065    1.4501131e-32
     0.012377797    1.4513737e-32
     0.012401575    1.4526344e-32
     0.012425398     1.453895e-32
     0.012449267    1.4551556e-32
     0.012473182    1.4564163e-32
     0.012497143    1.4576769e-32
      0.01252115    1.4589375e-32
     0.012545202    1.4601982e-32
     0.012569302    1.4614588e-32
     0.012593447    1.4627194e-32
     0.012617639    1.4639801e-32
     0.012641877    1.4652407e-32
     0.012666162    1.4665013e-32
     0.012690493    1.4677619e-32
     0.012714872    1.4690226e-32
     0.012739297    1.4702832e-32
     0.012763769    1.4715438e-32
     0.012788288    1.4728045e-32
     0.012812854    1.4740651e-32
     0.012837467    1.4753257e-32
     0.012862128    1.4765849e-32
     0.012886835    1.4777117e-32
     0.012911591    1.4785211e-32
     0.012936394    1.4792322e-32
     0.012961244    1.4799768e-32
     0.012986143    1.4807215e-32
     0.013011089    1.4814661e-32
     0.013036083    1.4822107e-32
     0.013061125    1.4829553e-32
     0.013086215    1.4836999e-32
     0.013111354    1.4844445e-32
      0.01313654    1.4851891e-32
     0.013161775    1.4859337e-32
     0.013187059    1.4866784e-32
     0.013212391     1.487423e-32
     0.013237772    1.4881676e-32
     0.013263201    1.4889122e-32
      0.01328868    1.4896568e-32
     0.013314207    1.4904014e-32
     0.013339783     1.491146e-32
     0.013365409    1.4918906e-32
     0.013391084    1.4926353e-32
     0.013416808    1.4933799e-32
     0.013442581    1.4941245e-32
     0.013468404    1.4948691e-32
     0.013494277    1.4956137e-32
     0.013520199    1.4963583e-32
     0.013546171    1.4971029e-32
     0.013572193    1.4978475e-32
     0.013598265    1.4985922e-32
     0.013624387    1.4993368e-32
     0.013650559    1.5000814e-32
     0.013676782     1.500826e-32
